month,location,count,latitude,longitude
2019-11,חצור,1,31.9679062,34.8245695
2019-11,טו,8,33.1310341,35.569513
2019-11,טז,7,31.2291032,34.7749217
2019-11,טל שחר,1,31.80506,34.9022119
2019-11,יב,8,31.776763,35.2415826
2019-11,יבול,1,31.1887433,34.3176058
2019-11,יבנה,2,31.8768863,34.7382974
2019-11,יג,7,31.7771427,35.2417187
2019-11,יד,7,32.8782597,35.2435683
2019-11,יד בנימין,2,31.7978401,34.8216119
2019-11,יד מרדכי,13,31.5886771,34.5589997
2019-11,יושיביה,5,31.4435485,34.6091452
2019-11,יז,8,31.8996613,35.0137698
2019-11,יכיני,5,31.4832232,34.6000858
2019-11,יסודות,1,31.816191,34.8632662
2019-11,ישע,9,31.246415,34.4032541
2019-11,יתד,3,31.206648,34.3249357
2019-11,כיסופים,16,31.3741608,34.3994488
2019-11,כנות,2,31.8026404,34.752375
2019-11,כפר אביב,2,31.8318165,34.7213367
2019-11,כפר אוריה,1,31.7919952,34.9465718
2019-11,כפר אחים,1,31.7448291,34.7563983
2019-11,כפר בן נון,2,31.8624687,34.9471855
2019-11,כפר הנגיד,2,31.8875154,34.7522152
2019-11,כפר ורבורג,1,31.7199638,34.7241807
2019-11,כפר מימון ותושיה,18,,
2019-11,כפר מרדכי,1,31.8310864,34.7561791
2019-11,כפר סאלד,1,33.1946879,35.657851
2019-11,כפר סילבר,1,31.6731584,34.6115749
2019-11,כפר עזה,18,31.4833351,34.5333225
2019-11,כפר שמואל,1,31.8891357,34.9328059
2019-11,כרם ביבנה,2,31.8179458,34.7224534
2019-11,כרם שלום,20,31.2277096,34.2839544
2019-11,כרמי יוסף,2,31.8469647,34.9204701
2019-11,כרמיה,17,31.6053505,34.5430183
2019-11,לטרון,1,31.8303661,34.9645653
2019-11,לפני זמן קצר,1,,
2019-11,לקיה,1,31.324666,34.8661185
2019-11,מבועים,1,31.4492727,34.6547505
2019-11,מבטחים,9,31.2417561,34.4072666
2019-11,מבקיעים,9,31.6221558,34.5771198
2019-11,מזכרת בתיה,1,31.8422092,34.8560446
2019-11,מישר,2,31.8189291,34.7562238
2019-11,מכללת ספיר,17,31.510728,34.59435
2019-11,מסעדה,1,33.2312137,35.7574829
2019-11,מעגלים גבעולים מלילות,3,,
2019-11,מעון צופיה,2,31.8560851,34.7385482
2019-11,מפלסים,19,31.5026787,34.5621232
2019-11,מרינה,8,32.0884069,34.884683
2019-11,מרכז שפירא,1,31.6951844,34.7071255
2019-11,משגב דב,2,31.8195775,34.7398689
2019-11,משואות יצחק,1,31.7023455,34.6898673
2019-11,משמר איילון,2,31.8719461,34.9447916
2019-11,משמר דוד,1,31.8224828,34.9009264
2019-11,משען,1,31.6576442,34.6237776
2019-11,מתחם בני דרום,3,,
2019-11,נווה מבטח,2,31.8059239,34.7410254
2019-11,נווה שלום,1,31.8175068,34.9781914
2019-11,נחל עוז,45,31.4724074,34.4982114
2019-11,נחשון,1,31.830965,34.9559212
2019-11,ניצן,9,31.7399419,34.6318163
2019-11,ניצנים,5,31.7168321,34.634187
2019-11,ניר גלים,4,31.8244735,34.6819467
2019-11,ניר יצחק,5,31.2378574,34.3577888
2019-11,ניר ישראל,3,31.6873424,34.6364148
2019-11,ניר משה,2,31.4772702,34.6299737
2019-11,ניר עוז,5,31.3095982,34.400815
2019-11,ניר עם,27,31.5193144,34.5807617
2019-11,ניר עקיבא,1,31.4695439,34.64547
2019-11,נירים,10,31.335199,34.395
2019-11,נמרוד,1,33.2452094,35.7510271
2019-11,נצר חזני,1,31.8216134,34.8624802
2019-11,נתיב העשרה,36,31.5716799,34.5395488
2019-11,נתיבות,14,31.4213546,34.5884252
2019-11,סופה,9,31.2365143,34.3426422
2019-11,סעד,23,31.4702282,34.5321814
2019-11,עומר,1,31.2659365,34.847616
2019-11,עזר,3,31.7365072,34.6714475
2019-11,עזריה,1,31.8904994,34.9115676
2019-11,עזריקם,2,31.7537708,34.6949023
2019-11,עין השלושה,17,31.3513501,34.400966
2019-11,עין צורים,1,31.6940539,34.7200879
2019-11,עין קנייא,1,33.2360284,35.731055
2019-11,עלומים,21,31.4521295,34.5137154
2019-11,עמיעוז,9,31.24831,34.4139745
2019-11,עשרת,1,31.8247948,34.7455804
2019-11,פארק תעשיות פלמחים,1,31.933448,34.719911
2019-11,פארק תעשייה ראם,2,,
2019-11,פלמחים,3,31.9334124,34.7072589
2019-11,פרי גן,5,31.2228545,34.3528747
2019-11,צוחר ואוהד,4,,
2019-11,צלפון,1,31.8041263,34.9327461
2019-11,קבוצת יבנה,2,31.8138222,34.7190625
2019-11,קדרון,3,31.8150988,34.7976591
2019-11,קלחים,1,31.4505907,34.6780963
2019-11,קריית עקרון,1,31.8653848,34.8292166
2019-11,רבדים,1,31.7730474,34.8153077
2019-11,רחובות,1,31.8952532,34.8105616
2019-11,רעים,2,31.3848038,34.4585901
2019-11,שאר ישוב,1,33.2272088,35.6463364
2019-11,שגב שלום,1,31.2008757,34.8400872
2019-11,שדה אברהם,4,29.9650617,34.8596261
2019-11,שדה דוד,1,31.5766262,34.6846417
2019-11,שדה ניצן,4,31.2284956,34.4174077
2019-11,שדה עוזיהו,4,31.7575803,34.6784685
2019-11,שדמה,1,31.8317054,34.7385718
2019-11,שדרות,31,31.526474,34.5969696
2019-11,שוקדה,11,31.4216668,34.5253818
2019-11,שחר,1,31.6184063,34.7240639
2019-11,שיבולים,1,31.3959804,34.6089348
2019-11,שניר,1,33.2410034,35.6781947
2019-11,שפיר,1,31.6970563,34.7284254
2019-11,שרשרת,5,31.4046369,34.6041162
2019-11,שתולים,5,31.7719562,34.683597
2019-11,תדהר,1,31.379004,34.6284545
2019-11,תלמי אליהו,2,31.2300278,34.4294776
2019-11,תלמי יוסף,1,31.1997215,34.3618049
2019-11,תלמי יחיאל,1,31.753729,34.7639978
2019-11,תלמי יפה,1,31.6168578,34.6132893
2019-11,תלמים,1,31.5635578,34.6720813
2019-11,תעוז,1,31.8020367,34.9744581
2019-11,תקומה,10,31.4485605,34.5775724
2019-11,תקומה וחוות יזרעם,9,,
2019-12,אור הנר,1,31.5575591,34.6000531
2019-12,איבים,2,31.5332929,34.6100744
2019-12,אמונים,1,31.7453369,34.676988
2019-12,ארז,1,31.5605003,34.5666313
2019-12,אשקלון,1,31.6687545,34.5740485
2019-12,באר גנים,1,31.7000465,34.610653
2019-12,ברור חיל,1,31.5597901,34.6491564
2019-12,ברכיה,1,31.6678257,34.6268196
2019-12,גבים,1,31.5067391,34.5991766
2019-12,הודיה,1,31.6738159,34.6377029
2019-12,כפר עזה,1,31.4833351,34.5333225
2019-12,מכללת ספיר,1,31.510728,34.59435
2019-12,מפלסים,1,31.5026787,34.5621232
2019-12,ניצנים,1,31.7168321,34.634187
2019-12,ניר ישראל,1,31.6873424,34.6364148
2019-12,ניר עם,1,31.5193144,34.5807617
2019-12,עזריקם,1,31.7537708,34.6949023
2019-12,שדה עוזיהו,1,31.7575803,34.6784685
2019-12,שדרות,2,31.526474,34.5969696
2020-01,אור הנר,1,31.5575591,34.6000531
2020-01,איבים,3,31.5332929,34.6100744
2020-01,ארז,1,31.5605003,34.5666313
2020-01,בהמשך לדיווח,1,,
2020-01,גבים,2,31.5067391,34.5991766
2020-01,יד מרדכי,1,31.5886771,34.5589997
2020-01,כיסופים,1,31.3741608,34.3994488
2020-01,כפר עזה,1,31.4833351,34.5333225
2020-01,מטווח ניר עם,1,,
2020-01,מכללת ספיר,2,31.510728,34.59435
2020-01,נחל עוז,4,31.4724074,34.4982114
2020-01,ניר יצחק,1,31.2378574,34.3577888
2020-01,ניר עם,2,31.5193144,34.5807617
2020-01,סופה,1,31.2365143,34.3426422
2020-01,סעד,2,31.4702282,34.5321814
2020-01,שדרות,3,31.526474,34.5969696
2020-02,איבים,9,31.5332929,34.6100744
2020-02,ארז,2,31.5605003,34.5666313
2020-02,אשקלון,7,31.6687545,34.5740485
2020-02,בארי,2,31.4241619,34.4911156
2020-02,בית הגדי,1,31.4239086,34.606739
2020-02,ברוש,1,31.3706542,34.6350858
2020-02,גבים,6,31.5067391,34.5991766
2020-02,זיקים,4,31.609373,34.5221474
2020-02,זמרת ושובה,2,,
2020-02,חולית,2,31.2318728,34.3265102
2020-02,יד מרדכי,2,31.5886771,34.5589997
2020-02,יתד,1,31.206648,34.3249357
2020-02,כיסופים,5,31.3741608,34.3994488
2020-02,כפר מימון ותושיה,2,,
2020-02,כרמיה,4,31.6053505,34.5430183
2020-02,מבקיעים,3,31.6221558,34.5771198
2020-02,מכללת ספיר,6,31.510728,34.59435
2020-02,מעגלים גבעולים מלילות,1,,
2020-02,מפלסים,3,31.5026787,34.5621232
2020-02,נחל עוז,3,31.4724074,34.4982114
2020-02,ניר יצחק,1,31.2378574,34.3577888
2020-02,ניר עם,8,31.5193144,34.5807617
2020-02,נירים,7,31.335199,34.395
2020-02,נתיב העשרה,6,31.5716799,34.5395488
2020-02,נתיבות,2,31.4213546,34.5884252
2020-02,סופה,3,31.2365143,34.3426422
2020-02,סעד,1,31.4702282,34.5321814
2020-02,עין השלושה,6,31.3513501,34.400966
2020-02,עלומים,4,31.4521295,34.5137154
2020-02,פרי גן,2,31.2228545,34.3528747
2020-02,שדרות,9,31.526474,34.5969696
2020-02,שוקדה,2,31.4216668,34.5253818
2020-02,שיבולים,1,31.3959804,34.6089348
2020-02,שרשרת,2,31.4046369,34.6041162
2020-02,תאשור,1,31.3718709,34.6437068
2020-02,תדהר,1,31.379004,34.6284545
2020-03,אור הנר,1,31.5575591,34.6000531
2020-03,איבים,1,31.5332929,34.6100744
2020-03,לפני זמן קצר,1,,
2020-03,רעים,1,31.3848038,34.4585901
2020-03,שדרות,1,31.526474,34.5969696
2020-05,כפר עזה,1,31.4833351,34.5333225
2020-05,לפני זמן קצר,1,,
2020-06,גבים,1,31.5067391,34.5991766
2020-06,לפני זמן קצר,1,,
2020-06,מכללת ספיר,1,31.510728,34.59435
2020-07,הנחיות התגוננות משולבות לירי רקטות בתקופת הקורונה,1,,
2020-07,כפר מימון ותושיה,1,,
2020-07,כפר עזה,1,31.4833351,34.5333225
2020-07,מפלסים,1,31.5026787,34.5621232
2020-07,ניר עם,1,31.5193144,34.5807617
2020-07,עלומים,1,31.4521295,34.5137154
2020-08,אור הנר,1,31.5575591,34.6000531
2020-08,איבים,5,31.5332929,34.6100744
2020-08,אלקוש,1,33.0341637,35.3241745
2020-08,ארז,2,31.5605003,34.5666313
2020-08,אשקלון,1,31.6687545,34.5740485
2020-08,היום,1,31.9896064,34.785927
2020-08,זיקים,1,31.609373,34.5221474
2020-08,חורפיש,1,33.01737,35.3469551
2020-08,כיסופים,1,31.3741608,34.3994488
2020-08,לאחר בדיקה,1,,
2020-08,לפני זמן קצר,1,,
2020-08,מתת,1,33.0415441,35.3598303
2020-08,נחל עוז,1,31.4724074,34.4982114
2020-08,נטועה,1,33.0649415,35.3233116
2020-08,ניר עם,3,31.5193144,34.5807617
2020-08,עלומים,1,31.4521295,34.5137154
2020-08,פסוטה,1,33.0484375,35.3100248
2020-08,פקיעין,1,32.9772377,35.3339889
2020-08,צבעון,1,33.0255139,35.4159119
2020-08,צוריאל,1,33.0059947,35.3141186
2020-08,שדרות,5,31.526474,34.5969696
2020-09,איבים,3,31.5332929,34.6100744
2020-09,אשקלון,1,31.6687545,34.5740485
2020-09,גבים,3,31.5067391,34.5991766
2020-09,טו,1,33.1310341,35.569513
2020-09,טז,1,31.2291032,34.7749217
2020-09,יב,1,31.776763,35.2415826
2020-09,יג,1,31.7771427,35.2417187
2020-09,יד,1,32.8782597,35.2435683
2020-09,יז,1,31.8996613,35.0137698
2020-09,כיסופים,2,31.3741608,34.3994488
2020-09,מכללת ספיר,3,31.510728,34.59435
2020-09,מפלסים,2,31.5026787,34.5621232
2020-09,מרינה,1,32.0884069,34.884683
2020-09,ניר משה,1,31.4772702,34.6299737
2020-09,ניר עם,3,31.5193144,34.5807617
2020-09,נירים,1,31.335199,34.395
2020-09,נתיב העשרה,1,31.5716799,34.5395488
2020-09,עין השלושה,1,31.3513501,34.400966
2020-09,רעים,1,31.3848038,34.4585901
2020-09,שדרות,3,31.526474,34.5969696
2020-10,אשקלון,1,31.6687545,34.5740485
2020-10,באר גנים,1,31.7000465,34.610653
2020-10,יד מרדכי,1,31.5886771,34.5589997
2020-10,כפר עזה,1,31.4833351,34.5333225
2020-10,כרם שלום,1,31.2277096,34.2839544
2020-10,כרמיה,1,31.6053505,34.5430183
2020-10,מבקיעים,1,31.6221558,34.5771198
2020-10,נחל עוז,1,31.4724074,34.4982114
2020-10,נתיב העשרה,2,31.5716799,34.5395488
2020-10,סעד,1,31.4702282,34.5321814
2020-11,אשקלון,1,31.6687545,34.5740485
2020-11,פלמחים,1,31.9334124,34.7072589
2020-12,אשקלון,1,31.6687545,34.5740485
2020-12,זיקים,1,31.609373,34.5221474
2020-12,כרם שלום,1,31.2277096,34.2839544
2020-12,כרמיה,1,31.6053505,34.5430183
2020-12,מבקיעים,1,31.6221558,34.5771198
2020-12,נתיב העשרה,1,31.5716799,34.5395488
2021-01,לפני זמן קצר,1,,
2021-03,זיקים,1,31.609373,34.5221474
2021-03,לפני זמן קצר,1,,
2021-04,אבו קרינאת,1,31.1408507,34.9745231
2021-04,איבים,2,31.5332929,34.6100744
2021-04,ארז,1,31.5605003,34.5666313
2021-04,בארי,1,31.4241619,34.4911156
2021-04,גבים,1,31.5067391,34.5991766
2021-04,זיקים,2,31.609373,34.5221474
2021-04,יד מרדכי,1,31.5886771,34.5589997
2021-04,ישע,1,31.246415,34.4032541
2021-04,כיסופים,4,31.3741608,34.3994488
2021-04,כפר מימון ותושיה,1,,
2021-04,כפר עזה,1,31.4833351,34.5333225
2021-04,כרם שלום,1,31.2277096,34.2839544
2021-04,כרמיה,1,31.6053505,34.5430183
2021-04,לפני זמן קצר,2,,
2021-04,מבטחים,1,31.2417561,34.4072666
2021-04,מכללת ספיר,1,31.510728,34.59435
2021-04,מפלסים,2,31.5026787,34.5621232
2021-04,נחל עוז,2,31.4724074,34.4982114
2021-04,ניר יצחק,1,31.2378574,34.3577888
2021-04,ניר עם,2,31.5193144,34.5807617
2021-04,נירים,1,31.335199,34.395
2021-04,נתיב העשרה,3,31.5716799,34.5395488
2021-04,עלומים,2,31.4521295,34.5137154
2021-04,עמיעוז,1,31.24831,34.4139745
2021-04,צוחר ואוהד,1,,
2021-04,שדרות,2,31.526474,34.5969696
2021-05,אבו קרינאת,5,31.1408507,34.9745231
2021-05,אביגדור,9,31.7109457,34.7435754
2021-05,אבן ספיר,1,31.7629815,35.1351189
2021-05,אבן שמואל,1,31.5748942,34.7643312
2021-05,אבשלום,12,31.1950932,34.3307877
2021-05,אום אל פחם,1,32.5158385,35.152491
2021-05,אום אל קוטוף,1,32.468056,35.058889
2021-05,אום בטין,12,31.2757636,34.8838656
2021-05,אופקים,25,31.3125831,34.6208537
2021-05,אור הנר,17,31.5575591,34.6000531
2021-05,אור יהודה,20,32.0290285,34.8481983
2021-05,אורות,15,31.7407214,34.734914
2021-05,אורים,9,31.3041665,34.521977
2021-05,אחווה,5,32.782656,35.541232
2021-05,אחוזם,1,31.5522246,34.7706958
2021-05,אחיטוב,1,32.3873272,34.9914108
2021-05,אחיסמך,13,31.935556,34.908056
2021-05,אחיעזר,22,31.9811076,34.8716734
2021-05,איבים,88,31.5332929,34.6100744
2021-05,אייל,1,32.2113762,34.9789972
2021-05,אירוס,16,31.928452,34.7759097
2021-05,איתן,3,31.5728416,34.7487221
2021-05,אלעד,8,32.0500659,34.9521522
2021-05,אמונים,49,31.7453369,34.676988
2021-05,אמץ,1,32.05327,34.7626296
2021-05,אעבלין,1,32.8209166,35.19133
2021-05,ארז,61,31.5605003,34.5666313
2021-05,אשבול,1,31.4475021,34.6664352
2021-05,אשכולות,1,32.8066037,34.9810992
2021-05,אשל הנשיא,7,31.3253413,34.6977854
2021-05,אשקלון,150,31.6687545,34.5740485
2021-05,באקה אל גרבייה,1,32.4197144,35.0428311
2021-05,באר גנים,51,31.7000465,34.610653
2021-05,באר טוביה,25,31.7338758,34.7262903
2021-05,באר יעקב,25,31.9443532,34.8398648
2021-05,בארות יצחק,10,32.0393656,34.9109112
2021-05,בארותיים,3,32.3218886,34.9828907
2021-05,בארי,25,31.4241619,34.4911156
2021-05,בורגתה,3,32.3264732,34.9629135
2021-05,בטחה,15,31.3342804,34.6344922
2021-05,ביצרון,32,31.7950527,34.7392791
2021-05,בית אלעזרי,14,31.8460836,34.8030534
2021-05,בית גמליאל,21,31.8582123,34.7639246
2021-05,בית דגן,21,32.001945,34.8301626
2021-05,בית הגדי,13,31.4239086,34.606739
2021-05,בית זית,1,31.7825806,35.1593248
2021-05,בית חלקיה,6,31.7926752,34.8108048
2021-05,בית חנן,18,31.9337581,34.7740084
2021-05,בית חשמונאי,5,31.8889401,34.9165448
2021-05,בית נחמיה,7,31.975811,34.9550835
2021-05,בית נקופה,1,31.8028567,35.1252694
2021-05,בית עוזיאל,3,31.8693965,34.9051703
2021-05,בית עזרא,66,31.7366309,34.6563769
2021-05,בית עריף,13,31.9916349,34.933807
2021-05,בית קמה,2,31.4475406,34.7622872
2021-05,בית שמש,1,31.746214,34.9886825
2021-05,בית שקמה,38,31.9750341,34.770891
2021-05,בן זכאי,27,31.8568839,34.729583
2021-05,בן שמן,12,31.9522788,34.921944
2021-05,בני ברק,16,32.0873899,34.8324376
2021-05,בני דרום,43,31.8206628,34.6915762
2021-05,בני נצרים,2,31.140986,34.3147298
2021-05,בני עטרות,13,32.0235637,34.9118719
2021-05,בני ראם,5,31.7697849,34.79065
2021-05,בניה,23,31.8434985,34.753611
2021-05,בעת פגיעת רקטה בקרקע,1,,
2021-05,בקוע,1,31.8294277,34.9270405
2021-05,בר גיורא,1,31.7298209,35.0726527
2021-05,ברור חיל,6,31.5597901,34.6491564
2021-05,ברוש,6,31.3706542,34.6350858
2021-05,ברטעה,1,32.4743359,35.090335
2021-05,ברכיה,27,31.6678257,34.6268196
2021-05,ברקת,13,32.0188526,34.943779
2021-05,בת הדר,51,31.646519,34.5960329
2021-05,גאולים,3,31.7595534,35.2196723
2021-05,גאליה,19,31.8846855,34.764843
2021-05,גבולות,4,31.2111135,34.4652467
2021-05,גבים,56,31.5067391,34.5991766
2021-05,גבעות בר,6,31.3556259,34.7592233
2021-05,גבעת אלה,1,32.7208483,35.2448953
2021-05,גבעת ברנר,11,31.8675206,34.8004909
2021-05,גבעת השלושה,5,32.0980886,34.9211469
2021-05,גבעת וושינגטון,25,31.8168499,34.7281236
2021-05,גבעת יערים,1,31.7859942,35.092569
2021-05,גבעת ישעיהו,1,31.6702146,34.9462929
2021-05,גבעת שמואל,18,32.0769463,34.8524656
2021-05,גבעתי,37,31.7340046,34.6793054
2021-05,גבעתיים,17,32.0729606,34.8113279
2021-05,גברעם,15,31.5909454,34.6115031
2021-05,גבת,1,32.6747246,35.2107773
2021-05,גדרה,16,31.8117747,34.7803882
2021-05,גזר,4,31.8770069,34.9208529
2021-05,גיאה,37,31.6275573,34.6024158
2021-05,גיבתון,12,31.8888206,34.7994843
2021-05,גילת,15,31.329171,34.6516508
2021-05,גינתון,11,31.9623127,34.9139386
2021-05,גמזו,7,31.9276731,34.9418915
2021-05,גן הדרום,40,31.803614,34.6997994
2021-05,גן יאשיה,1,32.3506691,34.9954017
2021-05,גן יבנה,50,31.787109,34.7096635
2021-05,גן שורק,18,31.9447315,34.7599212
2021-05,גן שלמה,12,31.8777084,34.7982712
2021-05,גנות,18,32.0189905,34.8267021
2021-05,גנות הדר,1,32.3195061,34.9001402
2021-05,גני הדר,7,31.8792591,34.8530401
2021-05,גני טל,9,31.7886881,34.791191
2021-05,גני יוחנן,6,31.86029,34.8407361
2021-05,גני תקווה,16,32.0604256,34.8760954
2021-05,גת,1,31.7061455,34.847246
2021-05,גת רימון,12,32.0683539,34.8817238
2021-05,דורות,8,31.506606,34.645993
2021-05,דימונה,3,31.0686612,35.0366482
2021-05,דקל,12,31.1953013,34.3453987
2021-05,ההתקהלות מסוכנת מחשש לירי רקטות נוסף,1,,
2021-05,הודיה,15,31.6738159,34.6377029
2021-05,הופעלה התרעה בבארי,1,,
2021-05,הר אדר,1,,
2021-05,ואדי אל נעם,18,,
2021-05,זוהו שלושה שיגורים משטח סוריה לשטח ישראל,1,,
2021-05,זוהר,3,31.5956483,34.6937036
2021-05,זיקים,124,31.609373,34.5221474
2021-05,זיתן,17,31.9753923,34.891423
2021-05,זכריה,1,31.7097914,34.944079
2021-05,זמרת ושובה,53,,
2021-05,זנוח,1,31.7315665,35.0007321
2021-05,זרועה,4,31.4593766,34.6235081
2021-05,זרזיר,1,32.7274275,35.2133545
2021-05,זרחיה,3,31.6806835,34.7455072
2021-05,חדיד,8,31.9682459,34.9337333
2021-05,חדר מדרגות פנימי או חדר פנימי מוגן,1,,
2021-05,חוות שיקמים,14,,
2021-05,חולדה,2,31.8311138,34.8828125
2021-05,חולון,29,32.0193121,34.7804076
2021-05,חולית,39,31.2318728,34.3265102
2021-05,חורה,2,31.2972468,34.9379061
2021-05,חלץ,3,31.5774293,34.6575334
2021-05,חמד,18,31.6629483,34.5673052
2021-05,חפץ חיים,6,31.788823,34.8000445
2021-05,חצב,10,31.7792702,34.7693634
2021-05,חצור,27,31.9679062,34.8245695
2021-05,חצרים,24,31.24041,34.7150744
2021-05,חרות,3,32.2402969,34.9150051
2021-05,חריש,1,32.45964,35.0510843
2021-05,חשוב לזכור,1,,
2021-05,טו,78,33.1310341,35.569513
2021-05,טז,84,31.2291032,34.7749217
2021-05,טייבה,2,32.2671249,35.0089029
2021-05,טירה,2,32.2346856,34.9544553
2021-05,טירת יהודה,12,32.0140654,34.9333804
2021-05,טל שחר,1,31.80506,34.9022119
2021-05,יב,78,31.776763,35.2415826
2021-05,יבול,14,31.1887433,34.3176058
2021-05,יבנה,28,31.8768863,34.7382974
2021-05,יג,84,31.7771427,35.2417187
2021-05,יגל,21,31.9870408,34.8806084
2021-05,יד,84,32.8782597,35.2435683
2021-05,יד בנימין,4,31.7978401,34.8216119
2021-05,יד מרדכי,75,31.5886771,34.5589997
2021-05,יד נתן,3,31.6528819,34.7055051
2021-05,יושיביה,12,31.4435485,34.6091452
2021-05,יז,78,31.8996613,35.0137698
2021-05,יכיני,12,31.4832232,34.6000858
2021-05,ינוב,3,32.3060551,34.9504619
2021-05,ינון,2,31.7429158,34.7795177
2021-05,יסודות,2,31.816191,34.8632662
2021-05,יעף,1,32.2683414,34.9659156
2021-05,יציץ,4,31.8623432,34.8629537
2021-05,יש להתרחק,1,,
2021-05,יש לעצור בצד הדרך,1,,
2021-05,ישע,22,31.246415,34.4032541
2021-05,ישרש,13,31.915785,34.8499267
2021-05,יתד,20,31.206648,34.3249357
2021-05,כוחלה ומכחול,1,,
2021-05,כוכב מיכאל,3,31.6274859,34.6670889
2021-05,כיסופים,101,31.3741608,34.3994488
2021-05,כנות,15,31.8026404,34.752375
2021-05,כסייפה,1,31.2465374,35.0930574
2021-05,כסלון,1,31.7740865,35.0492326
2021-05,כפר אביב,30,31.8318165,34.7213367
2021-05,כפר אחים,9,31.7448291,34.7563983
2021-05,כפר בן נון,2,31.8624687,34.9471855
2021-05,כפר ברוך,1,32.6460182,35.1930067
2021-05,כפר דניאל,6,31.9332996,34.9326218
2021-05,כפר הנגיד,22,31.8875154,34.7522152
2021-05,כפר הס,3,32.2457804,34.9339746
2021-05,כפר ורבורג,14,31.7199638,34.7241807
2021-05,כפר טרומן,13,31.980556,34.921667
2021-05,כפר יונה,2,32.314504,34.9321169
2021-05,כפר יעבץ,2,32.2738189,34.966859
2021-05,כפר מימון ותושיה,44,,
2021-05,כפר מסריק,2,32.8910595,35.1001125
2021-05,כפר מרדכי,23,31.8310864,34.7561791
2021-05,כפר נוער בן שמן,8,,
2021-05,כפר סילבר,27,31.6731584,34.6115749
2021-05,כפר סירקין,7,32.0777377,34.9235073
2021-05,כפר עבודה,2,32.2577782,34.941704
2021-05,כפר עזה,62,31.4833351,34.5333225
2021-05,כפר רות,1,31.9101826,35.0340941
2021-05,כפר שמואל,5,31.8891357,34.9328059
2021-05,כרם ביבנה,29,31.8179458,34.7224534
2021-05,כרם שלום,68,31.2277096,34.2839544
2021-05,כרמי גת,5,31.6290203,34.7724283
2021-05,כרמי יוסף,2,31.8469647,34.9204701
2021-05,כרמיה,113,31.6053505,34.5430183
2021-05,כרמית,1,31.3315994,34.8935332
2021-05,להב,1,31.3794212,34.8701057
2021-05,להבות חביבה,1,32.3958732,35.0103906
2021-05,להבים,8,31.3703233,34.8136886
2021-05,לוד,19,31.9489012,34.8884857
2021-05,לפני זמן קצר,4,,
2021-05,לפתוח את הדלתות ועל הנוסעים להתכופף מתחת לקו החלונות,1,,
2021-05,לקיה,27,31.324666,34.8661185
2021-05,מבוא מודיעים,4,31.9344487,34.9882935
2021-05,מבועים,1,31.4492727,34.6547505
